question_id,category,question,status,error,query_strategy,llm_model,llm_provider,llm_base_url,paperclip_ranking,paperclip_source,paperclip_full_corpus,retrieval_limit,query_sent,expansion_terms,retrieved_count,retrieved_documents,retrieved_document_ids,gold_documents,gold_document_ids,first_relevant_rank,hit_at_1,hit_at_3,hit_at_5,hit_at_10,reciprocal_rank,matched_document,match_type,matched_identifier,paperclip_result_id
Q023,Pre-centrifugation delay and transport,How much does extending serum clotting time from 30 to 120 minutes affect metabolite measurements?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How much does extending serum clotting time from 30 to 120 minutes affect metabolite measurements? clotting duration; serum preparation; metabolite stability; preanalytical delay; serum metabolomics,clotting duration | serum preparation | metabolite stability | preanalytical delay | serum metabolomics,10,1: Impact of Prolonged Blood Incubation and Extended Serum Storage at Room Temperature on the Human Serum Metabolome | 2: Impact of Blood Collection Tubes and Sample Handling Time on Serum and Plasma Metabolome and Lipidome | 3: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples | 4: A Systematic Evaluation of Blood Serum and Plasma Pre-Analytics for Metabolomics Cohort Studies | 5: Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma | 6: Variability of human fasted venous plasma metabolomic profiles with tourniquet induced hemostasis | 7: Metabolic and lipidomic stability in EDTA plasma from hospitalized patients: impact of refrigerated storage time and additional freeze—thaw cycle | 8: Effects of pre-analytical processes on blood samples used in metabolomics studies | 9: Effect of Delayed Centrifugation on the Levels of NMR-Measured Lipoproteins and Metabolites in Plasma and Serum Samples | 10: Pre-Analytical Sample Quality: Metabolite Ratios as an Intrinsic Marker for Prolonged Room Temperature Exposure of Serum Samples,1: PMC5875996; doi:10.3390/metabo8010006 | 2: PMC6316012; doi:10.3390/metabo8040088 | 3: PMC11433674; doi:10.3390/metabo14090474 | 4: PMC5187835; doi:10.3390/ijms17122035 | 5: PMC8465943; doi:10.3390/metabo11090638 | 6: PMC8712516; doi:10.1038/s41598-021-03665-2 | 7: PMC13106266; doi:10.1007/s11306-026-02428-2 | 8: PMC4471316; doi:10.1007/s00216-015-8565-x | 9: PMC9753045; doi:10.1021/acs.analchem.2c02167 | 10: PMC4379062; doi:10.1371/journal.pone.0121495,Preanalytical Sample Handling Conditions and Their Effects on the Human Serum Metabolome in Epidemiologic Studies,pmcid:PMC8086237,,0,0,0,0,0.0,,,,s_c13db290
Q024,Biospecimen quality control and SOPs,How should I handle serum samples from cases and controls in a metabolomics study to avoid bias?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How should I handle serum samples from cases and controls in a metabolomics study to avoid bias? case-control biospecimen matching; preanalytical standardization; specimen handling protocol; biorepository SOP,case-control biospecimen matching | preanalytical standardization | specimen handling protocol | biorepository SOP,10,"1: A Systematic Evaluation of Blood Serum and Plasma Pre-Analytics for Metabolomics Cohort Studies | 2: Recommendations and Best Practices for Standardizing the Pre-Analytical Processing of Blood and Urine Samples in Metabolomics | 3: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples | 4: Effects of Preanalytical Sample Collection and Handling on Comprehensive Metabolite Measurements in Human Urine Biospecimens | 5: Pre-Analytical Factors that Affect Metabolite Stability in Human Urine, Plasma, and Serum: A Review | 6: Pre-Analytical Sample Quality: Metabolite Ratios as an Intrinsic Marker for Prolonged Room Temperature Exposure of Serum Samples | 7: Effects of pre-analytical processes on blood samples used in metabolomics studies | 8: Impact of Blood Collection Tubes and Sample Handling Time on Serum and Plasma Metabolome and Lipidome | 9: Pre-analytical processing of plasma and serum samples for combined proteome and metabolome analysis | 10: The Effect of Pre-Analytical Conditions on Blood Metabolomics in Epidemiological Studies",1: PMC5187835; doi:10.3390/ijms17122035 | 2: PMC7344701; doi:10.3390/metabo10060229 | 3: PMC11433674; doi:10.3390/metabo14090474 | 4: med_f7a5c3346ef0; doi:10.1101/2024.01.24.24301735 | 5: PMC6724180; doi:10.3390/metabo9080156 | 6: PMC4379062; doi:10.1371/journal.pone.0121495 | 7: PMC4471316; doi:10.1007/s00216-015-8565-x | 8: PMC6316012; doi:10.3390/metabo8040088 | 9: PMC9808085; doi:10.3389/fmolb.2022.961448 | 10: PMC6523923; doi:10.3390/metabo9040064,Preanalytical Sample Handling Conditions and Their Effects on the Human Serum Metabolome in Epidemiologic Studies | Standard Operating Procedures for Serum and Plasma Collection: Early Detection Research Network Consensus Statement Standard Operating Procedure Integration Working Group,pmcid:PMC8086237 | pmcid:PMC2655764,,0,0,0,0,0.0,,,,s_d5957504
Q025,Pre-centrifugation delay and transport,What happened to several serum cytokine levels when blood was placed immediately on ice?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,What happened to several serum cytokine levels when blood was placed immediately on ice? serum cytokine stability; immediate cooling; ice storage; preanalytical processing; cytokine degradation,serum cytokine stability | immediate cooling | ice storage | preanalytical processing | cytokine degradation,10,1: Effects of blood sample handling procedures on measurable interleukin 6 in plasma and serum | 2: Impact of short-term storage of plasma samples on quantitation of ultra-low levels of interleukin-6 | 3: The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements | 4: Pre-analytical sample handling effects on blood cytokine levels: quality control of a COVID-19 biobank | 5: Impact of Delayed Centrifugation on Interleukin 6 Determination in Human Blood | 6: Multiplex Cytokine Concentration Measurement: How Much Do the Medium and Handling Matter? | 7: Evaluating the long-term biological stability of cytokine biomarkers in ocular fluid samples | 8: Effects of processing conditions on stability of immune analytes in human blood | 9: Prerequisites for cytokine measurements in clinical trials with multiplex immunoassays | 10: Assessment of the stability of 20 biochemical analytes in serum and whole blood samples after storage at nonstandard temperatures,1: PMC6757116; doi:10.1002/jcla.22924 | 2: PMC8593303; doi:10.1177/03000605211056846 | 3: PMC7985364; doi:10.1038/s41598-021-85052-5 | 4: PMC8359910; doi:10.2217/bmm-2020-0770 | 5: PMC12109806; doi:10.3390/diagnostics15101187 | 6: PMC3804442; doi:10.1155/2013/890706 | 7: PMC10729172; doi:10.1136/bmjophth-2023-001346 | 8: PMC7566484; doi:10.1038/s41598-020-74274-8 | 9: PMC2761376; doi:10.1186/1471-2172-10-52 | 10: PMC12769415; doi:10.1016/j.plabm.2025.e00514,The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements,pmcid:PMC7985364,3,0,1,1,1,0.333333,The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements,pmcid,PMC7985364,s_86e42e9d
Q026,Biospecimen quality control and SOPs,"Is there one best temperature for holding blood when processing is delayed, or does it depend on the analyte?",success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,"Is there one best temperature for holding blood when processing is delayed, or does it depend on the analyte? preanalytical temperature control; blood storage temperature; analyte stability; serum plasma stability",preanalytical temperature control | blood storage temperature | analyte stability | serum plasma stability,10,"1: Assessment of the stability of 20 biochemical analytes in serum and whole blood samples after storage at nonstandard temperatures | 2: The impact of pre‐analytical variations on biochemical analytes stability: A systematic review | 3: Stability studies of common biochemical analytes in serum separator tubes with or without gel barrier subjected to various storage conditions | 4: Sample Management: Stability of Plasma and Serum on Different Storage Conditions | 5: Stability of 35 biochemical and immunological routine tests after 10 hours storage and transport of human whole blood at 21°C | 6: Stability of pH, Blood Gas Partial Pressure, Hemoglobin Oxygen Saturation Fraction, and Lactate Concentration | 7: How Long can we Store Blood Samples: A Systematic Review and Meta-Analysis | 8: Stability of plasma electrolytes in Barricor and PST II tubes under different storage conditions | 9: Inorganic Phosphorus and Potassium Are Putative Indicators of Delayed Separation of Whole Blood | 10: Is the stability of ACTH in whole blood a genuine concern during the preanalytical phase? A systematic review",1: PMC12769415; doi:10.1016/j.plabm.2025.e00514 | 2: PMC7755813; doi:10.1002/jcla.23551 | 3: PMC4062343 | 4: PMC7109503 | 5: PMC4219582; doi:10.3109/00365513.2014.928940 | 6: PMC7295962; doi:10.3343/alm.2020.40.6.448 | 7: PMC5652294; doi:10.1016/j.ebiom.2017.09.024 | 8: PMC5382866; doi:10.11613/BM.2017.024 | 9: PMC4850501; doi:10.1016/j.phrp.2015.11.003 | 10: PMC11838715; doi:10.11613/BM.2025.010502,The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements,pmcid:PMC7985364,,0,0,0,0,0.0,,,,s_783a677e
Q027,Pre-centrifugation delay and transport,How did reduced and oxidized glutathione concentrations change during a three-hour plasma-preparation delay?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How did reduced and oxidized glutathione concentrations change during a three-hour plasma-preparation delay? glutathione redox state; GSH GSSG ratio; plasma redox potential; glutathione oxidation; thiol-disulfide exchange,glutathione redox state | GSH GSSG ratio | plasma redox potential | glutathione oxidation | thiol-disulfide exchange,10,"1: Blood Plasma Quality Control by Plasma Glutathione Status | 2: Plasma glutathione status as indicator of pre-analytical centrifugation delay | 3: Validation of a simplified procedure for convenient and rapid quantification of reduced and oxidized glutathione in human plasma by liquid chromatography tandem mass spectrometry analysis | 4: An Artifact-Free Assay for the GSH/GSSG Ratio Adapted for Finger-Stick Blood Microvolumes: Simple, Sensitive, and Suitable for Any Laboratory | 5: Measurement of S -glutathionylated proteins by HPLC | 6: Addressing Glutathione Redox Status in Clinical Samples by Two-Step Alkylation with N-ethylmaleimide Isotopologues | 7: Redox State of Glutathione and Cysteine in Plasma Following Acute Stroke | 8: Response of Human Red Blood Cells to Acute and Chronic Oxidant Challenge as Observed Through the Glutathione and Glutathionyl-Hemoglobin Redox Pairs In Vitro and In Vivo | 9: Optimization of a diagnostic platform for oxidation–reduction potential (ORP) measurement in human plasma | 10: Cysteine Disulfides (Cys-ss-X) as Sensitive Plasma Biomarkers of Oxidative Stress",1: PMC8226592; doi:10.3390/antiox10060864 | 2: bio_da577f656cb6; doi:10.1101/2020.12.09.417386 | 3: PMC7507186; doi:10.1002/bmc.4854 | 4: PMC13113195; doi:10.3390/antiox15040483 | 5: PMC9117368; doi:10.1007/s00726-021-03015-6 | 6: PMC7074022; doi:10.3390/metabo10020071 | 7: PMC12837991; doi:10.3390/antiox15010117 | 8: PMC12985627; doi:10.3390/molecules31050811 | 9: PMC6748793; doi:10.1080/13510002.2018.1456000 | 10: PMC6331564; doi:10.1038/s41598-018-35566-2,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid:PMC8226592,1,1,1,1,1,1.0,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid,PMC8226592,s_155447f9
Q028,Biospecimen quality control and SOPs,Which glutathione measurement can be used to estimate how long plasma preparation took?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Which glutathione measurement can be used to estimate how long plasma preparation took? glutathione oxidation; oxidized glutathione; GSSG; glutathione redox state; plasma processing delay; preanalytical degradation,glutathione oxidation | oxidized glutathione | GSSG | glutathione redox state | plasma processing delay | preanalytical degradation,10,"1: Plasma glutathione status as indicator of pre-analytical centrifugation delay | 2: Blood Plasma Quality Control by Plasma Glutathione Status | 3: Addressing Glutathione Redox Status in Clinical Samples by Two-Step Alkylation with N-ethylmaleimide Isotopologues | 4: Validation of a simplified procedure for convenient and rapid quantification of reduced and oxidized glutathione in human plasma by liquid chromatography tandem mass spectrometry analysis | 5: An Artifact-Free Assay for the GSH/GSSG Ratio Adapted for Finger-Stick Blood Microvolumes: Simple, Sensitive, and Suitable for Any Laboratory | 6: Measurement of S -glutathionylated proteins by HPLC | 7: Measurement of Glutathione as a Tool for Oxidative Stress Studies by High Performance Liquid Chromatography | 8: Direct Derivatization in Dried Blood Spots for Oxidized and Reduced Glutathione Quantification in Newborns | 9: Making bloodwork work: the impact of sample collection, processing, and storage on plasma glutathione measurement, and implications for translation | 10: Cysteine Disulfides (Cys-ss-X) as Sensitive Plasma Biomarkers of Oxidative Stress",1: bio_97060fe06e41; doi:10.1101/2020.12.09.417386 | 2: PMC8226592; doi:10.3390/antiox10060864 | 3: PMC7074022; doi:10.3390/metabo10020071 | 4: PMC7507186; doi:10.1002/bmc.4854 | 5: PMC13113195; doi:10.3390/antiox15040483 | 6: PMC9117368; doi:10.1007/s00726-021-03015-6 | 7: PMC7571047; doi:10.3390/molecules25184196 | 8: PMC9219658; doi:10.3390/antiox11061165 | 9: PMC11420238; doi:10.1038/s41398-024-03086-5 | 10: PMC6331564; doi:10.1038/s41598-018-35566-2,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid:PMC8226592,2,0,1,1,1,0.5,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid,PMC8226592,s_62f9b52a
Q029,Pre-centrifugation delay and transport,Which handling conditions influence inosine and hypoxanthine levels in plasma or serum?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Which handling conditions influence inosine and hypoxanthine levels in plasma or serum? purine nucleoside degradation; adenosine deaminase activity; phosphodiesterase activity; purine catabolism; sample processing delay,purine nucleoside degradation | adenosine deaminase activity | phosphodiesterase activity | purine catabolism | sample processing delay,10,1: Stability of Metabolomic Content during Sample Preparation: Blood and Brain Tissues | 2: Impact of Prolonged Blood Incubation and Extended Serum Storage at Room Temperature on the Human Serum Metabolome | 3: Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma | 4: Reliable Determination of ATP and Its Metabolites by LC-MS Using Blood Collection Tubes with and without Ectonucleotidase Inhibitors | 5: Pre-Analytical Sample Quality: Metabolite Ratios as an Intrinsic Marker for Prolonged Room Temperature Exposure of Serum Samples | 6: Impact of Blood Collection Tubes and Sample Handling Time on Serum and Plasma Metabolome and Lipidome | 7: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples | 8: A Systematic Evaluation of Blood Serum and Plasma Pre-Analytics for Metabolomics Cohort Studies | 9: Targeted Metabolomics Identifies Reliable and Stable Metabolites in Human Serum and Plasma Samples | 10: LacaScore: a novel plasma sample quality control tool based on ascorbic acid and lactic acid levels,1: PMC9505456; doi:10.3390/metabo12090811 | 2: PMC5875996; doi:10.3390/metabo8010006 | 3: PMC8465943; doi:10.3390/metabo11090638 | 4: PMC12707265; doi:10.1021/acsptsci.5c00446 | 5: PMC4379062; doi:10.1371/journal.pone.0121495 | 6: PMC6316012; doi:10.3390/metabo8040088 | 7: PMC11433674; doi:10.3390/metabo14090474 | 8: PMC5187835; doi:10.3390/ijms17122035 | 9: PMC3933650; doi:10.1371/journal.pone.0089728 | 10: PMC4848344; doi:10.1007/s11306-016-1038-1,Discovery of Hypoxanthine and Inosine as Robust Biomarkers for Predicting the Preanalytical Quality of Human Plasma and Serum for Metabolomics,pmcid:PMC11670813,,0,0,0,0,0.0,,,,s_442d1818
Q030,Biospecimen quality control and SOPs,Which metabolite can show whether whole blood was kept at room temperature or on ice?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Which metabolite can show whether whole blood was kept at room temperature or on ice? room temperature storage; on-ice storage; whole blood metabolomics; metabolite stability; preanalytical temperature variation,room temperature storage | on-ice storage | whole blood metabolomics | metabolite stability | preanalytical temperature variation,10,1: Impact of Prolonged Blood Incubation and Extended Serum Storage at Room Temperature on the Human Serum Metabolome | 2: Pre-Analytical Sample Quality: Metabolite Ratios as an Intrinsic Marker for Prolonged Room Temperature Exposure of Serum Samples | 3: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples | 4: A Systematic Evaluation of Blood Serum and Plasma Pre-Analytics for Metabolomics Cohort Studies | 5: Short-Term Stability of Serum and Liver Extracts for Untargeted Metabolomics and Lipidomics | 6: Stability of Metabolomic Content during Sample Preparation: Blood and Brain Tissues | 7: Metabolic and lipidomic stability in EDTA plasma from hospitalized patients: impact of refrigerated storage time and additional freeze—thaw cycle | 8: LacaScore: a novel plasma sample quality control tool based on ascorbic acid and lactic acid levels | 9: Effects of pre-analytical processes on blood samples used in metabolomics studies | 10: Isolated Effects of Plasma Freezing versus Thawing on Metabolite Stability,1: PMC5875996; doi:10.3390/metabo8010006 | 2: PMC4379062; doi:10.1371/journal.pone.0121495 | 3: PMC11433674; doi:10.3390/metabo14090474 | 4: PMC5187835; doi:10.3390/ijms17122035 | 5: PMC10215277; doi:10.3390/antiox12050986 | 6: PMC9505456; doi:10.3390/metabo12090811 | 7: PMC13106266; doi:10.1007/s11306-026-02428-2 | 8: PMC4848344; doi:10.1007/s11306-016-1038-1 | 9: PMC4471316; doi:10.1007/s00216-015-8565-x | 10: PMC9693613; doi:10.3390/metabo12111098,Discovery of Hypoxanthine and Inosine as Robust Biomarkers for Predicting the Preanalytical Quality of Human Plasma and Serum for Metabolomics,pmcid:PMC11670813,,0,0,0,0,0.0,,,,s_9de10542
Q031,Biospecimen quality control and SOPs,"When should SOPs for collecting, processing, storing, and shipping biobank samples be established in a clinical trial?",success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,"When should SOPs for collecting, processing, storing, and shipping biobank samples be established in a clinical trial? biobank standard operating procedures; SOP development timeline; biospecimen collection protocol; clinical trial biorepository; specimen logistics management",biobank standard operating procedures | SOP development timeline | biospecimen collection protocol | clinical trial biorepository | specimen logistics management,10,1: Standard operating procedures for biobank in oncology | 2: Establishing an academic biobank in a resource-challenged environment | 3: Quality matters: International standards for biobanking | 4: Mini-Review of Laboratory Operations in Biobanking: Building Biobanking Resources for Translational Research | 5: Current standards for the storage of human samples in biobanks | 6: Basic principles of biobanking: from biological samples to precision medicine for patients | 7: Building biorepositories in the midst of a pandemic | 8: Legal & ethical compliance when sharing biospecimen | 9: Blueprint for building a biorepository in a resource-limited setting that follows international best practices | 10: Utilizing Modular Biobanking Software in Different Types of Biobanking Activities,1: PMC9459387; doi:10.3389/fmolb.2022.967310 | 2: PMC5954164 | 3: PMC9357355; doi:10.1111/cpr.13282 | 4: PMC7399165; doi:10.3389/fpubh.2020.00362 | 5: PMC2988449; doi:10.1186/gm193 | 6: PMC8275637; doi:10.1007/s00428-021-03151-0 | 7: PMC8134891; doi:10.1017/cts.2021.6 | 8: PMC5859993; doi:10.1093/bfgp/elx008 | 9: PMC6739520; doi:10.4102/ajlm.v8i1.722 | 10: PMC9603250; doi:10.1089/bio.2022.0076,Standard Operating Procedures for Serum and Plasma Collection: Early Detection Research Network Consensus Statement Standard Operating Procedure Integration Working Group | Current standards for the storage of human samples in biobanks,pmcid:PMC2655764 | pmcid:PMC2988449; pmid:20923579; doi:10.1186/gm193,5,0,0,1,1,0.2,Current standards for the storage of human samples in biobanks,pmcid,PMC2988449,s_38b90ae0
Q032,Biospecimen quality control and SOPs,What should be matched between case and control samples to prevent handling-related biospecimen bias?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,What should be matched between case and control samples to prevent handling-related biospecimen bias? case-control biospecimen matching; preanalytical standardization; specimen handling protocol; biorepository SOP,case-control biospecimen matching | preanalytical standardization | specimen handling protocol | biorepository SOP,10,1: Standard operating procedures for biobank in oncology | 2: Quality matters: International standards for biobanking | 3: Reporting of pre-analytical Processes in Biobanked Biomaterials: A Missed Opportunity to Address the Replicability Crisis in Clinical Biomarker Research | 4: Mini-Review of Laboratory Operations in Biobanking: Building Biobanking Resources for Translational Research | 5: Current standards for the storage of human samples in biobanks | 6: Biobanking for Cancer Biomarker Research: Issues and Solutions | 7: Quality assessment from biobank plasma and serum specimens: a systematic review | 8: Real‐life data from standardized preanalytical coding ( SPREC ) in tissue biobanking and its dual use for sample characterization and process optimization | 9: Repository of Human Blood Derivative Biospecimens in Biobank: Technical Implications | 10: Basic principles of biobanking: from biological samples to precision medicine for patients,1: PMC9459387; doi:10.3389/fmolb.2022.967310 | 2: PMC9357355; doi:10.1111/cpr.13282 | 3: med_c914dad57d65; doi:10.1101/2025.02.18.25322469 | 4: PMC7399165; doi:10.3389/fpubh.2020.00362 | 5: PMC2988449; doi:10.1186/gm193 | 6: PMC7594219; doi:10.1177/1177271920965522 | 7: PMC12514999; doi:10.7717/peerj.20122 | 8: PMC9896154; doi:10.1002/cjp2.305 | 9: PMC4430793 | 10: PMC8275637; doi:10.1007/s00428-021-03151-0,Standard Operating Procedures for Serum and Plasma Collection: Early Detection Research Network Consensus Statement Standard Operating Procedure Integration Working Group | Preanalytical Sample Handling Conditions and Their Effects on the Human Serum Metabolome in Epidemiologic Studies,pmcid:PMC2655764 | pmcid:PMC8086237; pmid:32959873,,0,0,0,0,0.0,,,,s_aa2883a4
Q033,Pre-centrifugation delay and transport,"If tissue-specific warm-ischemia data are unavailable, how quickly should tissue be snap-frozen?",success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,"If tissue-specific warm-ischemia data are unavailable, how quickly should tissue be snap-frozen? tissue snap-freezing; rapid tissue freezing; cryopreservation protocol; warm ischemia time; tissue preservation method",tissue snap-freezing | rapid tissue freezing | cryopreservation protocol | warm ischemia time | tissue preservation method,10,"1: Validation of a Novel, Flash‐Freezing Method: Aluminum Platform | 2: Optimizing RNA quality in cryopreserved tissues without preservatives: impact of preservatives, thawing methods and tissue aliquot sizes | 3: Effects of Delay in the Snap Freezing of Colorectal Cancer Tissues on the Quality of DNA and RNA | 4: Effects of ex vivo ischemia time and delayed processing on quality of specimens in tissue biobank | 5: Isolated total RNA and protein are preserved after thawing for more than twenty-four hours | 6: Pre-Analytical Determination of the Effect of Extended Warm or Cold Ischaemia on RNA Stability in the Human Ileum Mucosa | 7: Test of the FlashFREEZE unit in tissue samples freezing for biobanking purposes | 8: Tissue alkalosis in cold-ischemia time | 9: Assessing the quality of RNA isolated from human breast tissue after ambient room temperature exposure | 10: Impact of Cold Ischemic Time and Freeze-Thaw Cycles on RNA, DNA and Protein Quality in Colorectal Cancer Tissues Biobanking",1: PMC7757392; doi:10.1002/cpet.46 | 2: PMC12584263; doi:10.1186/s12896-025-01059-0 | 3: PMC2998017; doi:10.3393/jksc.2010.26.5.316 | 4: PMC7533433; doi:10.3892/mmr.2020.11503 | 5: PMC3297035; doi:10.6061/clinics/2012(03)09 | 6: PMC4570714; doi:10.1371/journal.pone.0138214 | 7: PMC10209260; doi:10.1007/s10561-022-10045-1 | 8: PMC5589730; doi:10.1038/s41598-017-11284-z | 9: PMC8765617; doi:10.1371/journal.pone.0262654 | 10: PMC6775519; doi:10.7150/jca.29372,"The procurement, storage, and quality assurance of frozen blood and tissue biospecimens in pathology, biorepository, and biobank settings",pmcid:PMC3982909,,0,0,0,0,0.0,,,,s_91bfa468
Q034,Storage temperature and duration,How long can tissue be stored at −80°C before RNA degradation may become detectable?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How long can tissue be stored at −80°C before RNA degradation may become detectable? long-term storage; cryopreservation; RNA degradation kinetics; freeze-thaw stability; tissue preservation,long-term storage | cryopreservation | RNA degradation kinetics | freeze-thaw stability | tissue preservation,10,"1: Optimizing RNA quality in cryopreserved tissues without preservatives: impact of preservatives, thawing methods and tissue aliquot sizes | 2: Long Term Storage of Dry versus Frozen RNA for Next Generation Molecular Studies | 3: Isolated total RNA and protein are preserved after thawing for more than twenty-four hours | 4: The Interference of RNA Preservative and Post-Collection Interval on RNA Integrity from Different Mice Tissues | 5: RNA degradation patterns in cardiac tissues kept at different time intervals and temperatures before RNA sequencing | 6: Comparison of frozen and RNALater solid tissue storage methods for use in RNA expression microarrays | 7: Assessing the quality of RNA isolated from human breast tissue after ambient room temperature exposure | 8: Impact of different stabilization methods on RT-qPCR results using human lung tissue samples | 9: Determinants of RNA Quality from FFPE Samples | 10: Long-term stability of RNA in post-mortem bovine skeletal muscle, liver and subcutaneous adipose tissues",1: PMC12584263; doi:10.1186/s12896-025-01059-0 | 2: PMC4224406; doi:10.1371/journal.pone.0111827 | 3: PMC3297035; doi:10.6061/clinics/2012(03)09 | 4: PMC12732537; doi:10.3390/genes16121421 | 5: PMC12080774; doi:10.1371/journal.pone.0323786 | 6: PMC534099; doi:10.1186/1471-2164-5-88 | 7: PMC8765617; doi:10.1371/journal.pone.0262654 | 8: PMC7046779; doi:10.1038/s41598-020-60618-x | 9: PMC2092395; doi:10.1371/journal.pone.0001261 | 10: PMC2234424; doi:10.1186/1471-2199-8-108,"The procurement, storage, and quality assurance of frozen blood and tissue biospecimens in pathology, biorepository, and biobank settings",pmcid:PMC3982909,,0,0,0,0,0.0,,,,s_7d1bd7df
Q035,Biospecimen quality control and SOPs,Can the serum HG and HI ratios reliably identify samples centrifuged more than one hour after collection?,success,,llmexpand,qwen3.6:35b-a3b-bf16,openai,https://inference.kbs.uni-hannover.de/v1,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Can the serum HG and HI ratios reliably identify samples centrifuged more than one hour after collection? serum haptoglobin; serum hemopexin; delayed centrifugation; post-collection delay; hemolysis index; hemolysis detection,serum haptoglobin | serum hemopexin | delayed centrifugation | post-collection delay | hemolysis index | hemolysis detection,10,1: Hemolyzed Specimens: Major Challenge for Identifying and Rejecting Specimens in Clinical Laboratories | 2: A Reference chart for clinical biochemical tests of hemolyzed serum samples | 3: The Effect of Hemolysis on Biochemical Tests: Determining Interference Cutoffs and Managing Hemolytic Samples | 4: Determination of the Optimal Wavelength of the Hemolysis Index Measurement | 5: Impact of Individualized Hemolysis Management Based on Biological Variation Cut-offs in a Clinical Laboratory | 6: Comparison of Red Blood Cell Hemolysis Using Plasma and Serum Separation Tubes for Outpatient Specimens | 7: Interferograms plotted with reference change value (RCV) may facilitate the management of hemolyzed samples | 8: Comparative Evaluation of Centrifugation Speed and Its Impact on Diagnostic Accuracy | 9: Effects of specimen haemolysis on complete blood count results by Abbott Alinity hq System | 10: Development of a Novel Quality Improvement Indicator Based on the Hemolysis Index,1: PMC6425048; doi:10.5001/omj.2019.19 | 2: PMC7843283; doi:10.1002/jcla.23561 | 3: PMC12946476; doi:10.1155/jamc/9307894 | 4: PMC10531830; doi:10.3390/jcm12185864 | 5: PMC8548235; doi:10.3343/alm.2022.42.2.169 | 6: PMC4330168; doi:10.3343/alm.2015.35.2.194 | 7: PMC8882018; doi:10.5937/jomb0-31250 | 8: PMC12699201; doi:10.1002/jcla.70120 | 9: PMC8495619; doi:10.11613/BM.2021.030706 | 10: PMC5011115; doi:10.3343/alm.2016.36.6.599,Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma,pmcid:PMC8465943,,0,0,0,0,0.0,,,,s_e464bab7
