question_id,question,ranking_method,rank,score,title,evidence_text,year,journal,doi,source,ext_id,url,score_components_json
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,2,0.9479,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.","Admission diagnoses for the ICU patients included sepsis, trauma, ruptured abdominal aortic aneurysm, intracranial hemorrhage, gastrointestinal bleed, and hyperkalemia. After pre-processing delays of up to 72 hours at RT or 4°C, no significant changes were observed in plasma cytokines, chemokines, cfDNA, or thrombin formation.<h4>Conclusions</h4>Delayed sample processing for up to 72 hours at either RT or 4°C did not significantly affect cytokines, chemokines, cfDNA, or blood clotting potential in plasma samples from healthy volunteers and ICU patients.",2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.9479, ""medcpt_raw"": 15.5556, ""medcpt_norm"": 0.9383, ""lexical_raw"": 26.1, ""lexical_norm"": 1.0, ""slot_score"": 0.92, ""slot_details"": {""slot_score"": 0.92, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [""change"", ""not significant"", ""significant""], ""analyte_match"": 0.8, ""sample_match"": 1.0, ""condition_match"": 1.0, ""result_signal"": 1.0}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,3,0.8202,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.","Blood clotting potential was measured using a thrombin generation assay.<h4>Results</h4>Blood samples were collected from 9 intensive care unit (ICU) patients and 7 healthy volunteers. Admission diagnoses for the ICU patients included sepsis, trauma, ruptured abdominal aortic aneurysm, intracranial hemorrhage, gastrointestinal bleed, and hyperkalemia.",2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.8202, ""medcpt_raw"": 15.5083, ""medcpt_norm"": 0.9265, ""lexical_raw"": 18.65, ""lexical_norm"": 0.5929, ""slot_score"": 0.6625, ""slot_details"": {""slot_score"": 0.6625, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [], ""analyte_match"": 1.0, ""sample_match"": 1.0, ""condition_match"": 0.25, ""result_signal"": 0.0}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,4,0.7864,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.",cfDNA was measured using Picogreen DNA Quantification. Blood clotting potential was measured using a thrombin generation assay.<h4>Results</h4>Blood samples were collected from 9 intensive care unit (ICU) patients and 7 healthy volunteers.,2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.7864, ""medcpt_raw"": 15.2993, ""medcpt_norm"": 0.8745, ""lexical_raw"": 18.65, ""lexical_norm"": 0.5929, ""slot_score"": 0.6625, ""slot_details"": {""slot_score"": 0.6625, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [], ""analyte_match"": 1.0, ""sample_match"": 1.0, ""condition_match"": 0.25, ""result_signal"": 0.0}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,5,0.7394,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.","One potential limitation of this approach is that delayed processing may alter sample characteristics.<h4>Objective</h4>To determine whether delays in blood sample processing affect the stability of cytokines (IL-6, TNF, IL-10, IFN-γ), chemokines (IL-8, IP-10, MCP-1, MCP-4, MIP-1α, MIP-1β), cell-free DNA (cfDNA) (released by dying cells), and blood clotting potential in human blood samples.<h4>Methods</h4>Venous blood was collected into EDTA and citrate sample tubes and stored at room temperature (RT) or 4°C for progressive intervals up to 72 hours, prior to processing. Plasma cytokines and chemokines were quantified using single or multiplex immunoassays.",2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.7394, ""medcpt_raw"": 14.6158, ""medcpt_norm"": 0.7045, ""lexical_raw"": 23.4, ""lexical_norm"": 0.8525, ""slot_score"": 0.74, ""slot_details"": {""slot_score"": 0.74, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [""stability""], ""analyte_match"": 0.6, ""sample_match"": 1.0, ""condition_match"": 1.0, ""result_signal"": 0.3333}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,6,0.7345,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.","A potential solution is a ""simplified"" biosampling protocol whereby blood samples are collected at the bedside and then shipped to a central site for processing and storage. One potential limitation of this approach is that delayed processing may alter sample characteristics.<h4>Objective</h4>To determine whether delays in blood sample processing affect the stability of cytokines (IL-6, TNF, IL-10, IFN-γ), chemokines (IL-8, IP-10, MCP-1, MCP-4, MIP-1α, MIP-1β), cell-free DNA (cfDNA) (released by dying cells), and blood clotting potential in human blood samples.<h4>Methods</h4>Venous blood was collected into EDTA and citrate sample tubes and stored at room temperature (RT) or 4°C for progressive intervals up to 72 hours, prior to processing.",2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.7345, ""medcpt_raw"": 14.7545, ""medcpt_norm"": 0.739, ""lexical_raw"": 20.9, ""lexical_norm"": 0.7158, ""slot_score"": 0.74, ""slot_details"": {""slot_score"": 0.74, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [""stability""], ""analyte_match"": 0.6, ""sample_match"": 1.0, ""condition_match"": 1.0, ""result_signal"": 0.3333}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,7,0.4518,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.","However, community hospitals, which care for the majority of Canadian patients, often lack the infrastructure for local processing and storage of specimens. A potential solution is a ""simplified"" biosampling protocol whereby blood samples are collected at the bedside and then shipped to a central site for processing and storage.",2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.4518, ""medcpt_raw"": 13.8651, ""medcpt_norm"": 0.5176, ""lexical_raw"": 12.55, ""lexical_norm"": 0.2596, ""slot_score"": 0.4225, ""slot_details"": {""slot_score"": 0.4225, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [], ""analyte_match"": 0.4, ""sample_match"": 1.0, ""condition_match"": 0.25, ""result_signal"": 0.0}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,8,0.3229,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.","<h4>Background</h4>Biosampling studies in critically ill patients traditionally involve bedside collection of samples followed by local processing (ie. centrifugation, aliquotting, and freezing) and storage.",2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.3229, ""medcpt_raw"": 13.379, ""medcpt_norm"": 0.3967, ""lexical_raw"": 9.05, ""lexical_norm"": 0.0683, ""slot_score"": 0.3425, ""slot_details"": {""slot_score"": 0.3425, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [], ""analyte_match"": 0.2, ""sample_match"": 1.0, ""condition_match"": 0.25, ""result_signal"": 0.0}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,9,0.1209,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.","centrifugation, aliquotting, and freezing) and storage. However, community hospitals, which care for the majority of Canadian patients, often lack the infrastructure for local processing and storage of specimens.",2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.1209, ""medcpt_raw"": 12.1301, ""medcpt_norm"": 0.0859, ""lexical_raw"": 9.05, ""lexical_norm"": 0.0683, ""slot_score"": 0.3425, ""slot_details"": {""slot_score"": 0.3425, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [], ""analyte_match"": 0.2, ""sample_match"": 1.0, ""condition_match"": 0.25, ""result_signal"": 0.0}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ014,Does delayed processing up to 72 hours affect plasma blood clotting potential measured by thrombin generation?,medcpt-hybrid,10,0.0809,"Impact of sample processing delays on plasma markers of inflammation, chemotaxis, cell death, and blood coagulation.",Plasma cytokines and chemokines were quantified using single or multiplex immunoassays. cfDNA was measured using Picogreen DNA Quantification.,2024,,10.1371/journal.pone.0311921,MED,39480839,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527306/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.0809, ""medcpt_raw"": 11.8085, ""medcpt_norm"": 0.0059, ""lexical_raw"": 10.15, ""lexical_norm"": 0.1284, ""slot_score"": 0.3425, ""slot_details"": {""slot_score"": 0.3425, ""analyte_terms"": [""processing"", ""clotting"", ""potential"", ""thrombin"", ""generation""], ""question_sample_terms"": [""blood"", ""plasma""], ""question_condition_terms"": [""delay"", ""delayed"", ""hour"", ""hours""], ""result_terms_found"": [], ""analyte_match"": 0.2, ""sample_match"": 1.0, ""condition_match"": 0.25, ""result_signal"": 0.0}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,medcpt-hybrid,1,0.9725,"Pre-Analytical Factors that Affect Metabolite Stability in Human Urine, Plasma, and Serum: A Review.","For urine samples, collection time and fasting, centrifugation conditions, filtration and the use of additives, normalization procedures and multiple freeze/thaw cycles were found to alter metabolomic findings. Consideration of the effects of pre-analytical factors is a particularly important issue for epidemiological studies where samples are often collected in nonclinical settings and various locations and are subjected to time and temperature delays prior being to processed and frozen for storage.",2019,,10.3390/metabo9080156,MED,31349624,https://pmc.ncbi.nlm.nih.gov/articles/PMC6724180/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.9725, ""medcpt_raw"": 15.7615, ""medcpt_norm"": 1.0, ""lexical_raw"": 16.4, ""lexical_norm"": 1.0, ""slot_score"": 0.8167, ""slot_details"": {""slot_score"": 0.8167, ""analyte_terms"": [""multiple"", ""cycles"", ""alter"", ""metabolomic"", ""findings""], ""question_sample_terms"": [""urine""], ""question_condition_terms"": [""freeze"", ""freeze-thaw"", ""thaw""], ""result_terms_found"": [""stability""], ""analyte_match"": 1.0, ""sample_match"": 1.0, ""condition_match"": 0.6667, ""result_signal"": 0.3333}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,medcpt-hybrid,2,0.9704,"Pre-Analytical Factors that Affect Metabolite Stability in Human Urine, Plasma, and Serum: A Review.","For plasma and serum samples, metabolomic profiles were affected by fasting status, hemolysis, collection time, processing delays, particularly at room temperature, and repeated freeze/thaw cycles. For urine samples, collection time and fasting, centrifugation conditions, filtration and the use of additives, normalization procedures and multiple freeze/thaw cycles were found to alter metabolomic findings.",2019,,10.3390/metabo9080156,MED,31349624,https://pmc.ncbi.nlm.nih.gov/articles/PMC6724180/,"{""ranker"": ""medcpt-hybrid"", ""final_score"": 0.9704, ""medcpt_raw"": 15.7358, ""medcpt_norm"": 0.9968, ""lexical_raw"": 16.4, ""lexical_norm"": 1.0, ""slot_score"": 0.8167, ""slot_details"": {""slot_score"": 0.8167, ""analyte_terms"": [""multiple"", ""cycles"", ""alter"", ""metabolomic"", ""findings""], ""question_sample_terms"": [""urine""], ""question_condition_terms"": [""freeze"", ""freeze-thaw"", ""thaw""], ""result_terms_found"": [""stability""], ""analyte_match"": 1.0, ""sample_match"": 1.0, ""condition_match"": 0.6667, ""result_signal"": 0.3333}, ""weights"": {""medcpt"": 0.65, ""lexical"": 0.2, ""slots"": 0.15}}"
