question_id,question,ranking_method,rank,score,title,evidence_text,year,journal,doi,source,ext_id,url,score_components_json
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,1,12.6,Serum Intestinal Metabolites are Raised in Patients with Psoriasis and Metabolic Syndrome.,"Blood samples were taken after at least 12 hours fasting and the contents of trimethylamine N-oxide (TMAO), carnitine, choline and betaine in serum were measured by Liquid Chromatography Mass Spectrometry (LC-MS/MS). Besides, the serum levels of low-density lipoprotein (LDL), high-density lipoprotein (HDL), cholesterol (CHO), triglyceride (TG), blood glucose (BG), creatinine (Cr), urea nitrogen (BUN), uric acid (UA) were determined.<h4>Results</h4>The non-healthy groups had different degrees of dyslipidemia, Ps-MetS> Ps >MetS.",2022,,10.2147/ccid.s351984,MED,35592731,https://pmc.ncbi.nlm.nih.gov/articles/PMC9113495/,"{""ranker"": ""lexical"", ""lexical_raw"": 12.6, ""final_score"": 12.6}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,2,11.45,C-Peptide Suppression During Insulin Infusion in the Extremely Preterm Infant Is Associated With Insulin Sensitivity.,"<h4>Context</h4>Little is known about the individual response of glucose-regulating factors to administration of exogenous insulin infusion in extremely preterm infants.<h4>Objective</h4>To evaluate longitudinal serum concentrations of insulin, C-peptide, and plasma glucose levels in a high-frequency sampling regimen in extremely preterm infants treated with insulin because of hyperglycemia.<h4>Design</h4>Prospective longitudinal cohort study.<h4>Setting</h4>Two university hospitals in Sweden between December 2015 and September 2016.<h4>Patients and intervention</h4>Serum samples were obtained from nine extremely preterm infants, gestational age between 22 (+3) and 26 (+5) weeks (+ days), with hyperglycemia (plasma-glucose >10 mmol/L) at the start of insulin infusion, at 12, 24, and every 24 hours thereafter during ongoing infusion, and 12, 24, and 72 hours after the end of insulin infusion.<h4>Main outcome measures</h4>Longitudinal serum concentrations of insulin and C-peptide and plasma glucose levels.<h4>Results</h4>During insulin infusion, the serum C-peptide concentrations decreased compared with at start of infusion (P = 0.036), and then increased after ending the infusion. Individual insulin sensitivity based on the nonfasting plasma glucose/insulin ratio at the start of insulin infusion correlated with the initial decrease in serum ΔC-peptide[after 12h] (P = 0.007) and the degree of lasting decrease in serum ΔC-peptide[after end of infusion] (P = 0.015).<h4>Conclusion</h4>Exogenous insulin infusion suppressed the C-peptide concentration to individually different degrees.",2019,,10.1210/jc.2018-02681,MED,31058966,https://pubmed.ncbi.nlm.nih.gov/31058966/,"{""ranker"": ""lexical"", ""lexical_raw"": 11.45, ""final_score"": 11.45}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,3,10.6,High glucose load and endotoxemia among overweight and obese Arab women with and without diabetes: An observational study.,"After an overnight fast, all subjects were given a standardized high-glucose (75 g) meal. Anthropometrics were taken and blood samples were withdrawn at baseline and postprandial (0, 2 and 4-hours), serum glucose, endotoxin and lipid profile were quantified.At baseline, total cholesterol, LDL-cholesterol, triglycerides and serum glucose levels were significantly higher (P values <.01) whereas significantly lower HDL-cholesterol levels (P < .01) were observed in T2DM subjects compared to other groups.",2020,,10.1097/md.0000000000023211,MED,33181703,https://pmc.ncbi.nlm.nih.gov/articles/PMC7668447/,"{""ranker"": ""lexical"", ""lexical_raw"": 10.6, ""final_score"": 10.6}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,4,10.6,High glucose load and endotoxemia among overweight and obese Arab women with and without diabetes: An observational study.,"Anthropometrics were taken and blood samples were withdrawn at baseline and postprandial (0, 2 and 4-hours), serum glucose, endotoxin and lipid profile were quantified.At baseline, total cholesterol, LDL-cholesterol, triglycerides and serum glucose levels were significantly higher (P values <.01) whereas significantly lower HDL-cholesterol levels (P < .01) were observed in T2DM subjects compared to other groups. Baseline endotoxin levels were highest in the overweight group (3.2 ± 1.1 mmol/L) as compared to control (2.0 ± 0.5 mmol/L) and T2DM (2.7 ± 1.2 mmol/L) (P = .046).",2020,,10.1097/md.0000000000023211,MED,33181703,https://pmc.ncbi.nlm.nih.gov/articles/PMC7668447/,"{""ranker"": ""lexical"", ""lexical_raw"": 10.6, ""final_score"": 10.6}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,5,9.5,Serum Intestinal Metabolites are Raised in Patients with Psoriasis and Metabolic Syndrome.,"Besides, the serum levels of low-density lipoprotein (LDL), high-density lipoprotein (HDL), cholesterol (CHO), triglyceride (TG), blood glucose (BG), creatinine (Cr), urea nitrogen (BUN), uric acid (UA) were determined.<h4>Results</h4>The non-healthy groups had different degrees of dyslipidemia, Ps-MetS> Ps >MetS. Compared with HC, the Ps had a higher level of TG; The MetS had the lowest level of HDL; The Ps+Mets had the highest level of TG and CHO.",2022,,10.2147/ccid.s351984,MED,35592731,https://pmc.ncbi.nlm.nih.gov/articles/PMC9113495/,"{""ranker"": ""lexical"", ""lexical_raw"": 9.5, ""final_score"": 9.5}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,6,8.25,C-Peptide Suppression During Insulin Infusion in the Extremely Preterm Infant Is Associated With Insulin Sensitivity.,"Individual insulin sensitivity based on the nonfasting plasma glucose/insulin ratio at the start of insulin infusion correlated with the initial decrease in serum ΔC-peptide[after 12h] (P = 0.007) and the degree of lasting decrease in serum ΔC-peptide[after end of infusion] (P = 0.015).<h4>Conclusion</h4>Exogenous insulin infusion suppressed the C-peptide concentration to individually different degrees. In addition, the effect of insulin infusion on β cells may be linked to individual insulin sensitivity, where a low insulin sensitivity resulted in a more pronounced decrease in C-peptide during insulin infusion.",2019,,10.1210/jc.2018-02681,MED,31058966,https://pubmed.ncbi.nlm.nih.gov/31058966/,"{""ranker"": ""lexical"", ""lexical_raw"": 8.25, ""final_score"": 8.25}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,7,8.2,High glucose load and endotoxemia among overweight and obese Arab women with and without diabetes: An observational study.,"HDL-cholesterol, LDL-cholesterol and triglycerides, significantly decreased in the T2DM group after 2 hours (P values <.05), whereas unremarkable changes observed in other groups. Lastly, endotoxin levels significantly increased only in the overweight group (3.2 ± 1.1 vs 4.2 ± 1.4 mmol/L; P < .05), 4 hours postprandial.High glucose meal elevates endotoxemia only among overweight subjects and impairs dysbiosis.",2020,,10.1097/md.0000000000023211,MED,33181703,https://pmc.ncbi.nlm.nih.gov/articles/PMC7668447/,"{""ranker"": ""lexical"", ""lexical_raw"": 8.2, ""final_score"": 8.2}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,8,8.2,High glucose load and endotoxemia among overweight and obese Arab women with and without diabetes: An observational study.,"Lastly, endotoxin levels significantly increased only in the overweight group (3.2 ± 1.1 vs 4.2 ± 1.4 mmol/L; P < .05), 4 hours postprandial.High glucose meal elevates endotoxemia only among overweight subjects and impairs dysbiosis.",2020,,10.1097/md.0000000000023211,MED,33181703,https://pmc.ncbi.nlm.nih.gov/articles/PMC7668447/,"{""ranker"": ""lexical"", ""lexical_raw"": 8.2, ""final_score"": 8.2}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,9,7.9,Serum Intestinal Metabolites are Raised in Patients with Psoriasis and Metabolic Syndrome.,"Sixty healthy volunteers (HC), 100 patients with psoriasis (Ps), 100 patients with MetS (MetS) and 80 patients with both psoriasis and MetS (Ps+MetS) were entered between January 2016 and December 2018. Blood samples were taken after at least 12 hours fasting and the contents of trimethylamine N-oxide (TMAO), carnitine, choline and betaine in serum were measured by Liquid Chromatography Mass Spectrometry (LC-MS/MS).",2022,,10.2147/ccid.s351984,MED,35592731,https://pmc.ncbi.nlm.nih.gov/articles/PMC9113495/,"{""ranker"": ""lexical"", ""lexical_raw"": 7.9, ""final_score"": 7.9}"
Q002,Is glucose stable in serum at 20 degrees for 4 hours?,lexical,10,6.85,[Study on the promotion of podocyte pyroptosis by high glucose-stimulated GMC-derived exosomes and the intervention effects of Tongluo Yishen Formula].,"Methods The rat GMC were divided into a normal glucose group (NG, with 5.6 mmol/L glucose) and a high glucose group (HG, with 30 mmol/L glucose). After 24 hours of culture, the supernatant was collected, and exosomes were extracted using the ultracentrifugation method.",2025,,,MED,40525337,https://pubmed.ncbi.nlm.nih.gov/40525337/,"{""ranker"": ""lexical"", ""lexical_raw"": 6.85, ""final_score"": 6.85}"
