question_id,category,question,status,error,query_strategy,llm_model,llm_provider,llm_base_url,paperclip_ranking,paperclip_source,paperclip_full_corpus,retrieval_limit,query_sent,expansion_terms,retrieved_count,retrieved_documents,retrieved_document_ids,gold_documents,gold_document_ids,first_relevant_rank,hit_at_1,hit_at_3,hit_at_5,hit_at_10,reciprocal_rank,matched_document,match_type,matched_identifier,paperclip_result_id
Q023,Pre-centrifugation delay and transport,How much does extending serum clotting time from 30 to 120 minutes affect metabolite measurements?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How much does extending serum clotting time from 30 to 120 minutes affect metabolite measurements?,,10,1: Impact of Prolonged Blood Incubation and Extended Serum Storage at Room Temperature on the Human Serum Metabolome | 2: Impact of Blood Collection Tubes and Sample Handling Time on Serum and Plasma Metabolome and Lipidome | 3: A Systematic Evaluation of Blood Serum and Plasma Pre-Analytics for Metabolomics Cohort Studies | 4: Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma | 5: Effect of Delayed Centrifugation on the Levels of NMR-Measured Lipoproteins and Metabolites in Plasma and Serum Samples | 6: Pre-Analytical Sample Quality: Metabolite Ratios as an Intrinsic Marker for Prolonged Room Temperature Exposure of Serum Samples | 7: Plasma Instead of Serum Avoids Critical Confounding of Clinical Metabolomics Studies by Platelets | 8: Metabolic and lipidomic stability in EDTA plasma from hospitalized patients: impact of refrigerated storage time and additional freeze—thaw cycle | 9: Variability of human fasted venous plasma metabolomic profiles with tourniquet induced hemostasis | 10: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples,1: PMC5875996; doi:10.3390/metabo8010006 | 2: PMC6316012; doi:10.3390/metabo8040088 | 3: PMC5187835; doi:10.3390/ijms17122035 | 4: PMC8465943; doi:10.3390/metabo11090638 | 5: PMC9753045; doi:10.1021/acs.analchem.2c02167 | 6: PMC4379062; doi:10.1371/journal.pone.0121495 | 7: PMC11301681; doi:10.1021/acs.jproteome.3c00761 | 8: PMC13106266; doi:10.1007/s11306-026-02428-2 | 9: PMC8712516; doi:10.1038/s41598-021-03665-2 | 10: PMC11433674; doi:10.3390/metabo14090474,Preanalytical Sample Handling Conditions and Their Effects on the Human Serum Metabolome in Epidemiologic Studies,pmcid:PMC8086237,,0,0,0,0,0.0,,,,s_c28e131d
Q024,Biospecimen quality control and SOPs,How should I handle serum samples from cases and controls in a metabolomics study to avoid bias?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How should I handle serum samples from cases and controls in a metabolomics study to avoid bias?,,10,"1: A Systematic Evaluation of Blood Serum and Plasma Pre-Analytics for Metabolomics Cohort Studies | 2: Impact of Blood Collection Tubes and Sample Handling Time on Serum and Plasma Metabolome and Lipidome | 3: Impact of Prolonged Blood Incubation and Extended Serum Storage at Room Temperature on the Human Serum Metabolome | 4: Recommendations and Best Practices for Standardizing the Pre-Analytical Processing of Blood and Urine Samples in Metabolomics | 5: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples | 6: Constrained randomization and multivariate effect projections improve information extraction and biomarker pattern discovery in metabolomics studies involving dependent samples | 7: Serum or Plasma (and Which Plasma), That Is the Question | 8: Formic Acid Pretreatment Enhances Untargeted Serum and Plasma Metabolomics | 9: A Comparison of Serum and Plasma Blood Collection Tubes for the Integration of Epidemiological and Metabolomics Data | 10: The Effect of Pre-Analytical Conditions on Blood Metabolomics in Epidemiological Studies",1: PMC5187835; doi:10.3390/ijms17122035 | 2: PMC6316012; doi:10.3390/metabo8040088 | 3: PMC5875996; doi:10.3390/metabo8010006 | 4: PMC7344701; doi:10.3390/metabo10060229 | 5: PMC11433674; doi:10.3390/metabo14090474 | 6: PMC4605978; doi:10.1007/s11306-015-0818-3 | 7: PMC8981325; doi:10.1021/acs.jproteome.1c00935 | 8: PMC12573228; doi:10.1021/acs.analchem.5c03725 | 9: PMC8295687; doi:10.3389/fmolb.2021.682134 | 10: PMC6523923; doi:10.3390/metabo9040064,Preanalytical Sample Handling Conditions and Their Effects on the Human Serum Metabolome in Epidemiologic Studies | Standard Operating Procedures for Serum and Plasma Collection: Early Detection Research Network Consensus Statement Standard Operating Procedure Integration Working Group,pmcid:PMC8086237 | pmcid:PMC2655764,,0,0,0,0,0.0,,,,s_b64e0adb
Q025,Pre-centrifugation delay and transport,What happened to several serum cytokine levels when blood was placed immediately on ice?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,What happened to several serum cytokine levels when blood was placed immediately on ice?,,10,1: The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements | 2: Effects of blood sample handling procedures on measurable interleukin 6 in plasma and serum | 3: Impact of Delayed Centrifugation on Interleukin 6 Determination in Human Blood | 4: Impact of short-term storage of plasma samples on quantitation of ultra-low levels of interleukin-6 | 5: Multiplex Cytokine Concentration Measurement: How Much Do the Medium and Handling Matter? | 6: Pre-analytical sample handling effects on blood cytokine levels: quality control of a COVID-19 biobank | 7: Prerequisites for cytokine measurements in clinical trials with multiplex immunoassays | 8: Effects of processing conditions on stability of immune analytes in human blood | 9: Baseline Levels and Temporal Stability of 27 Multiplexed Serum Cytokine Concentrations in Healthy Subjects | 10: Challenges in interpreting cytokine data in COVID-19 affect patient care and management,1: PMC7985364; doi:10.1038/s41598-021-85052-5 | 2: PMC6757116; doi:10.1002/jcla.22924 | 3: PMC12109806; doi:10.3390/diagnostics15101187 | 4: PMC8593303; doi:10.1177/03000605211056846 | 5: PMC3804442; doi:10.1155/2013/890706 | 6: PMC8359910; doi:10.2217/bmm-2020-0770 | 7: PMC2761376; doi:10.1186/1471-2172-10-52 | 8: PMC7566484; doi:10.1038/s41598-020-74274-8 | 9: PMC3861126; doi:10.1371/journal.pone.0076091 | 10: PMC8372945; doi:10.1371/journal.pbio.3001373,The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements,pmcid:PMC7985364,1,1,1,1,1,1.0,The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements,pmcid,PMC7985364,s_be256569
Q026,Biospecimen quality control and SOPs,"Is there one best temperature for holding blood when processing is delayed, or does it depend on the analyte?",success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,"Is there one best temperature for holding blood when processing is delayed, or does it depend on the analyte?",,10,"1: Assessment of the stability of 20 biochemical analytes in serum and whole blood samples after storage at nonstandard temperatures | 2: Stability of 35 biochemical and immunological routine tests after 10 hours storage and transport of human whole blood at 21°C | 3: How Long can we Store Blood Samples: A Systematic Review and Meta-Analysis | 4: Stability studies of common biochemical analytes in serum separator tubes with or without gel barrier subjected to various storage conditions | 5: The impact of pre‐analytical variations on biochemical analytes stability: A systematic review | 6: Sample Management: Stability of Plasma and Serum on Different Storage Conditions | 7: Stability of pH, Blood Gas Partial Pressure, Hemoglobin Oxygen Saturation Fraction, and Lactate Concentration | 8: The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements | 9: Inorganic Phosphorus and Potassium Are Putative Indicators of Delayed Separation of Whole Blood | 10: Effect of Sample Storage Temperature and Time Delay on Blood Gases, Bicarbonate and pH in Human Arterial Blood Samples",1: PMC12769415; doi:10.1016/j.plabm.2025.e00514 | 2: PMC4219582; doi:10.3109/00365513.2014.928940 | 3: PMC5652294; doi:10.1016/j.ebiom.2017.09.024 | 4: PMC4062343 | 5: PMC7755813; doi:10.1002/jcla.23551 | 6: PMC7109503 | 7: PMC7295962; doi:10.3343/alm.2020.40.6.448 | 8: PMC7985364; doi:10.1038/s41598-021-85052-5 | 9: PMC4850501; doi:10.1016/j.phrp.2015.11.003 | 10: PMC4441774; doi:10.5812/ircmj.13577,The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements,pmcid:PMC7985364,8,0,0,0,1,0.125,The holding temperature of blood during a delay to processing can affect serum and plasma protein measurements,pmcid,PMC7985364,s_ba099725
Q027,Pre-centrifugation delay and transport,How did reduced and oxidized glutathione concentrations change during a three-hour plasma-preparation delay?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How did reduced and oxidized glutathione concentrations change during a three-hour plasma-preparation delay?,,10,"1: Plasma glutathione status as indicator of pre-analytical centrifugation delay | 2: Blood Plasma Quality Control by Plasma Glutathione Status | 3: Validation of a simplified procedure for convenient and rapid quantification of reduced and oxidized glutathione in human plasma by liquid chromatography tandem mass spectrometry analysis | 4: Addressing Glutathione Redox Status in Clinical Samples by Two-Step Alkylation with N-ethylmaleimide Isotopologues | 5: An Artifact-Free Assay for the GSH/GSSG Ratio Adapted for Finger-Stick Blood Microvolumes: Simple, Sensitive, and Suitable for Any Laboratory | 6: Measurement of S -glutathionylated proteins by HPLC | 7: Measurement of Glutathione as a Tool for Oxidative Stress Studies by High Performance Liquid Chromatography | 8: Redox State of Glutathione and Cysteine in Plasma Following Acute Stroke | 9: Making bloodwork work: the impact of sample collection, processing, and storage on plasma glutathione measurement, and implications for translation | 10: Initial Glutathione Depletion During Short-Term Bed Rest: Pinpointing Synthesis and Degradation Checkpoints in the γ-Glutamyl Cycle",1: bio_97060fe06e41; doi:10.1101/2020.12.09.417386 | 2: PMC8226592; doi:10.3390/antiox10060864 | 3: PMC7507186; doi:10.1002/bmc.4854 | 4: PMC7074022; doi:10.3390/metabo10020071 | 5: PMC13113195; doi:10.3390/antiox15040483 | 6: PMC9117368; doi:10.1007/s00726-021-03015-6 | 7: PMC7571047; doi:10.3390/molecules25184196 | 8: PMC12837991; doi:10.3390/antiox15010117 | 9: PMC11420238; doi:10.1038/s41398-024-03086-5 | 10: PMC11672811; doi:10.3390/antiox13121430,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid:PMC8226592,2,0,1,1,1,0.5,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid,PMC8226592,s_daabba9f
Q028,Biospecimen quality control and SOPs,Which glutathione measurement can be used to estimate how long plasma preparation took?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Which glutathione measurement can be used to estimate how long plasma preparation took?,,10,"1: Blood Plasma Quality Control by Plasma Glutathione Status | 2: Plasma glutathione status as indicator of pre-analytical centrifugation delay | 3: Validation of a simplified procedure for convenient and rapid quantification of reduced and oxidized glutathione in human plasma by liquid chromatography tandem mass spectrometry analysis | 4: Addressing Glutathione Redox Status in Clinical Samples by Two-Step Alkylation with N-ethylmaleimide Isotopologues | 5: Measurement of S -glutathionylated proteins by HPLC | 6: An Artifact-Free Assay for the GSH/GSSG Ratio Adapted for Finger-Stick Blood Microvolumes: Simple, Sensitive, and Suitable for Any Laboratory | 7: Measurement of Glutathione as a Tool for Oxidative Stress Studies by High Performance Liquid Chromatography | 8: Making bloodwork work: the impact of sample collection, processing, and storage on plasma glutathione measurement, and implications for translation | 9: An UPLC-MS/MS Assay to Measure Glutathione as Marker for Oxidative Stress in Cultured Cells | 10: Optimized Protocol for the In Situ Derivatization of Glutathione with N -Ethylmaleimide in Cultured Cells and the Simultaneous Determination of Glutathione/Glutathione Disulfide Ratio by HPLC-UV-QTOF-MS",1: PMC8226592; doi:10.3390/antiox10060864 | 2: bio_da577f656cb6; doi:10.1101/2020.12.09.417386 | 3: PMC7507186; doi:10.1002/bmc.4854 | 4: PMC7074022; doi:10.3390/metabo10020071 | 5: PMC9117368; doi:10.1007/s00726-021-03015-6 | 6: PMC13113195; doi:10.3390/antiox15040483 | 7: PMC7571047; doi:10.3390/molecules25184196 | 8: PMC11420238; doi:10.1038/s41398-024-03086-5 | 9: PMC6468779; doi:10.3390/metabo9030045 | 10: PMC7407321; doi:10.3390/metabo10070292,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid:PMC8226592,1,1,1,1,1,1.0,Blood Plasma Quality Control by Plasma Glutathione Status,pmcid,PMC8226592,s_73bc6cf4
Q029,Pre-centrifugation delay and transport,Which handling conditions influence inosine and hypoxanthine levels in plasma or serum?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Which handling conditions influence inosine and hypoxanthine levels in plasma or serum?,,10,1: Reliable Determination of ATP and Its Metabolites by LC-MS Using Blood Collection Tubes with and without Ectonucleotidase Inhibitors | 2: Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma | 3: Stability of Metabolomic Content during Sample Preparation: Blood and Brain Tissues | 4: Impact of Prolonged Blood Incubation and Extended Serum Storage at Room Temperature on the Human Serum Metabolome | 5: Stability Studies of Kynurenine Pathway Metabolites in Blood Components Define Optimal Blood Processing Conditions | 6: Targeted Metabolomics Identifies Reliable and Stable Metabolites in Human Serum and Plasma Samples | 7: Pre-Analytical Sample Quality: Metabolite Ratios as an Intrinsic Marker for Prolonged Room Temperature Exposure of Serum Samples | 8: Metabolic and lipidomic stability in EDTA plasma from hospitalized patients: impact of refrigerated storage time and additional freeze—thaw cycle | 9: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples | 10: Application of Liquid Chromatography Coupled to Mass Spectrometry for Direct Estimation of the Total Levels of Adenosine and Its Catabolites in Human Blood,1: PMC12707265; doi:10.1021/acsptsci.5c00446 | 2: PMC8465943; doi:10.3390/metabo11090638 | 3: PMC9505456; doi:10.3390/metabo12090811 | 4: PMC5875996; doi:10.3390/metabo8010006 | 5: PMC10725091; doi:10.1177/11786469231213521 | 6: PMC3933650; doi:10.1371/journal.pone.0089728 | 7: PMC4379062; doi:10.1371/journal.pone.0121495 | 8: PMC13106266; doi:10.1007/s11306-026-02428-2 | 9: PMC11433674; doi:10.3390/metabo14090474 | 10: PMC10974345; doi:10.3390/ph17030345,Discovery of Hypoxanthine and Inosine as Robust Biomarkers for Predicting the Preanalytical Quality of Human Plasma and Serum for Metabolomics,pmcid:PMC11670813,,0,0,0,0,0.0,,,,s_d48ed9b4
Q030,Biospecimen quality control and SOPs,Which metabolite can show whether whole blood was kept at room temperature or on ice?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Which metabolite can show whether whole blood was kept at room temperature or on ice?,,10,1: Stability of Metabolomic Content during Sample Preparation: Blood and Brain Tissues | 2: Impact of Prolonged Blood Incubation and Extended Serum Storage at Room Temperature on the Human Serum Metabolome | 3: LacaScore: a novel plasma sample quality control tool based on ascorbic acid and lactic acid levels | 4: Pre-Analytical Sample Quality: Metabolite Ratios as an Intrinsic Marker for Prolonged Room Temperature Exposure of Serum Samples | 5: Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma | 6: An Overview of Pre-Analytical Factors Impacting Metabolomics Analyses of Blood Samples | 7: Impact of Blood Collection Tubes and Sample Handling Time on Serum and Plasma Metabolome and Lipidome | 8: Effects of pre-analytical processes on blood samples used in metabolomics studies | 9: Pre-analytical sample handling standardization for reliable measurement of metabolites and lipids in LC-MS-based clinical research | 10: A Systematic Evaluation of Blood Serum and Plasma Pre-Analytics for Metabolomics Cohort Studies,1: PMC9505456; doi:10.3390/metabo12090811 | 2: PMC5875996; doi:10.3390/metabo8010006 | 3: PMC4848344; doi:10.1007/s11306-016-1038-1 | 4: PMC4379062; doi:10.1371/journal.pone.0121495 | 5: PMC8465943; doi:10.3390/metabo11090638 | 6: PMC11433674; doi:10.3390/metabo14090474 | 7: PMC6316012; doi:10.3390/metabo8040088 | 8: PMC4471316; doi:10.1007/s00216-015-8565-x | 9: PMC9975683; doi:10.1016/j.jmsacl.2023.02.002 | 10: PMC5187835; doi:10.3390/ijms17122035,Discovery of Hypoxanthine and Inosine as Robust Biomarkers for Predicting the Preanalytical Quality of Human Plasma and Serum for Metabolomics,pmcid:PMC11670813,,0,0,0,0,0.0,,,,s_68166a93
Q031,Biospecimen quality control and SOPs,"When should SOPs for collecting, processing, storing, and shipping biobank samples be established in a clinical trial?",success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,"When should SOPs for collecting, processing, storing, and shipping biobank samples be established in a clinical trial?",,10,1: Standard operating procedures for biobank in oncology | 2: Current standards for the storage of human samples in biobanks | 3: Establishing an academic biobank in a resource-challenged environment | 4: Quality matters: International standards for biobanking | 5: PedCRIN tool for the biosamples management in pediatric clinical trials | 6: Mini-Review of Laboratory Operations in Biobanking: Building Biobanking Resources for Translational Research | 7: Basic principles of biobanking: from biological samples to precision medicine for patients | 8: Informed Consent in the Newly Established Biobank | 9: Biobanking for Cancer Biomarker Research: Issues and Solutions | 10: Legal & ethical compliance when sharing biospecimen,1: PMC9459387; doi:10.3389/fmolb.2022.967310 | 2: PMC2988449; doi:10.1186/gm193 | 3: PMC5954164 | 4: PMC9357355; doi:10.1111/cpr.13282 | 5: PMC10175965; doi:10.1111/cts.13489 | 6: PMC7399165; doi:10.3389/fpubh.2020.00362 | 7: PMC8275637; doi:10.1007/s00428-021-03151-0 | 8: PMC6843661; doi:10.3390/ijerph16203943 | 9: PMC7594219; doi:10.1177/1177271920965522 | 10: PMC5859993; doi:10.1093/bfgp/elx008,Standard Operating Procedures for Serum and Plasma Collection: Early Detection Research Network Consensus Statement Standard Operating Procedure Integration Working Group | Current standards for the storage of human samples in biobanks,pmcid:PMC2655764 | pmcid:PMC2988449; pmid:20923579; doi:10.1186/gm193,2,0,1,1,1,0.5,Current standards for the storage of human samples in biobanks,pmcid,PMC2988449,s_9b4fae78
Q032,Biospecimen quality control and SOPs,What should be matched between case and control samples to prevent handling-related biospecimen bias?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,What should be matched between case and control samples to prevent handling-related biospecimen bias?,,10,"1: The impact of sample storage time on estimates of association in biomarker discovery studies | 2: Quality Considerations When Using Tissue Samples for Biomarker Studies in Cancer Research | 3: Biobanking for Cancer Biomarker Research: Issues and Solutions | 4: Exploring the influence of pre-analytical variables on gene expression measurements and relative expression orderings in cancer research | 5: Quality matters: International standards for biobanking | 6: Extent, impact, and mitigation of batch effects in tumor biomarker studies using tissue microarrays | 7: Reporting of pre-analytical Processes in Biobanked Biomaterials: A Missed Opportunity to Address the Replicability Crisis in Clinical Biomarker Research | 8: Quality assessment from biobank plasma and serum specimens: a systematic review | 9: Markers for early detection of cancer: Statistical guidelines for nested case-control studies | 10: Case-control studies: Increasing scientific rigor in control selection",1: PMC3131186; doi:10.1186/2043-9113-1-9 | 2: PMC8060748; doi:10.1177/11772719211009513 | 3: PMC7594219; doi:10.1177/1177271920965522 | 4: PMC11802807; doi:10.1038/s41598-025-88756-0 | 5: PMC9357355; doi:10.1111/cpr.13282 | 6: PMC8849344; doi:10.7554/eLife.71265.sa2 | 7: med_c914dad57d65; doi:10.1101/2025.02.18.25322469 | 8: PMC12514999; doi:10.7717/peerj.20122 | 9: PMC100327; doi:10.1186/1471-2288-2-4 | 10: PMC10036796; doi:10.1016/j.rpth.2023.100090,Standard Operating Procedures for Serum and Plasma Collection: Early Detection Research Network Consensus Statement Standard Operating Procedure Integration Working Group | Preanalytical Sample Handling Conditions and Their Effects on the Human Serum Metabolome in Epidemiologic Studies,pmcid:PMC2655764 | pmcid:PMC8086237; pmid:32959873,,0,0,0,0,0.0,,,,s_b976fa8b
Q033,Pre-centrifugation delay and transport,"If tissue-specific warm-ischemia data are unavailable, how quickly should tissue be snap-frozen?",success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,"If tissue-specific warm-ischemia data are unavailable, how quickly should tissue be snap-frozen?",,10,"1: Impact of Delay to Cryopreservation on RNA Integrity and Genome-Wide Expression Profiles in Resected Tumor Samples | 2: Pre-Analytical Determination of the Effect of Extended Warm or Cold Ischaemia on RNA Stability in the Human Ileum Mucosa | 3: Effects of Delay in the Snap Freezing of Colorectal Cancer Tissues on the Quality of DNA and RNA | 4: Effects of ex vivo ischemia time and delayed processing on quality of specimens in tissue biobank | 5: Assessing the quality of RNA isolated from human breast tissue after ambient room temperature exposure | 6: Optimizing RNA quality in cryopreserved tissues without preservatives: impact of preservatives, thawing methods and tissue aliquot sizes | 7: Tissue alkalosis in cold-ischemia time | 8: The Interference of RNA Preservative and Post-Collection Interval on RNA Integrity from Different Mice Tissues | 9: Enhanced RNA Preservation in Mouse Brain Tissue: A Strategy Combining Cardiac Perfusion with Hypersaline Immersion | 10: Impact of Cold Ischemic Time and Freeze-Thaw Cycles on RNA, DNA and Protein Quality in Colorectal Cancer Tissues Biobanking",1: PMC3835918; doi:10.1371/journal.pone.0079826 | 2: PMC4570714; doi:10.1371/journal.pone.0138214 | 3: PMC2998017; doi:10.3393/jksc.2010.26.5.316 | 4: PMC7533433; doi:10.3892/mmr.2020.11503 | 5: PMC8765617; doi:10.1371/journal.pone.0262654 | 6: PMC12584263; doi:10.1186/s12896-025-01059-0 | 7: PMC5589730; doi:10.1038/s41598-017-11284-z | 8: PMC12732537; doi:10.3390/genes16121421 | 9: PMC12547577; doi:10.1021/acsomega.5c05379 | 10: PMC6775519; doi:10.7150/jca.29372,"The procurement, storage, and quality assurance of frozen blood and tissue biospecimens in pathology, biorepository, and biobank settings",pmcid:PMC3982909,,0,0,0,0,0.0,,,,s_fe068484
Q034,Storage temperature and duration,How long can tissue be stored at −80°C before RNA degradation may become detectable?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,How long can tissue be stored at −80°C before RNA degradation may become detectable?,,10,"1: Isolated total RNA and protein are preserved after thawing for more than twenty-four hours | 2: Optimizing RNA quality in cryopreserved tissues without preservatives: impact of preservatives, thawing methods and tissue aliquot sizes | 3: The Interference of RNA Preservative and Post-Collection Interval on RNA Integrity from Different Mice Tissues | 4: Long Term Storage of Dry versus Frozen RNA for Next Generation Molecular Studies | 5: RNA degradation patterns in cardiac tissues kept at different time intervals and temperatures before RNA sequencing | 6: Effects of post-mortem and physical degradation on RNA integrity and quality | 7: Freezing tissues pre-homogenisation reduces degradation and yields improved quality RNA in the mouse lung | 8: Method Optimization for Extracting High-Quality RNA From the Human Pancreas Tissue 1 2 | 9: Assessing the quality of RNA isolated from human breast tissue after ambient room temperature exposure | 10: Determinants of RNA Quality from FFPE Samples",1: PMC3297035; doi:10.6061/clinics/2012(03)09 | 2: PMC12584263; doi:10.1186/s12896-025-01059-0 | 3: PMC12732537; doi:10.3390/genes16121421 | 4: PMC4224406; doi:10.1371/journal.pone.0111827 | 5: PMC12080774; doi:10.1371/journal.pone.0323786 | 6: PMC4822212; doi:10.1016/j.bdq.2015.08.002 | 7: PMC12803821; doi:10.1016/j.bbrep.2025.102332 | 8: PMC6060079; doi:10.1016/j.tranon.2018.04.004 | 9: PMC8765617; doi:10.1371/journal.pone.0262654 | 10: PMC2092395; doi:10.1371/journal.pone.0001261,"The procurement, storage, and quality assurance of frozen blood and tissue biospecimens in pathology, biorepository, and biobank settings",pmcid:PMC3982909,,0,0,0,0,0.0,,,,s_8efd3d35
Q035,Biospecimen quality control and SOPs,Can the serum HG and HI ratios reliably identify samples centrifuged more than one hour after collection?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Can the serum HG and HI ratios reliably identify samples centrifuged more than one hour after collection?,,10,1: Inorganic Phosphorus and Potassium Are Putative Indicators of Delayed Separation of Whole Blood | 2: Effects of different centrifugation conditions on clinical chemistry and Immunology test results | 3: Evaluation of an alternative centrifugation protocol for reducing total turnaround time | 4: Comparative Evaluation of Centrifugation Speed and Its Impact on Diagnostic Accuracy | 5: A Reference chart for clinical biochemical tests of hemolyzed serum samples | 6: Influence of centrifugation conditions on the results of 77 routine clinical chemistry analytes using standard vacuum blood collection tubes and the new BD-Barricor tubes | 7: Determination of the Optimal Wavelength of the Hemolysis Index Measurement | 8: The Effect of Hemolysis on Biochemical Tests: Determining Interference Cutoffs and Managing Hemolytic Samples | 9: Elimination of lipaemic interference by high-speed centrifugation | 10: Comparison of Red Blood Cell Hemolysis Using Plasma and Serum Separation Tubes for Outpatient Specimens,1: PMC4850501; doi:10.1016/j.phrp.2015.11.003 | 2: PMC3123263; doi:10.1186/1472-6890-11-6 | 3: PMC11949531; doi:10.1515/almed-2024-0170 | 4: PMC12699201; doi:10.1002/jcla.70120 | 5: PMC7843283; doi:10.1002/jcla.23561 | 6: PMC5701775; doi:10.11613/BM.2018.010704 | 7: PMC10531830; doi:10.3390/jcm12185864 | 8: PMC12946476; doi:10.1155/jamc/9307894 | 9: PMC9807237; doi:10.11613/BM.2023.010703 | 10: PMC4330168; doi:10.3343/alm.2015.35.2.194,Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma,pmcid:PMC8465943,,0,0,0,0,0.0,,,,s_351fda08
Q036,Biospecimen quality control and SOPs,Which eicosanoids can be used to flag a pre-centrifugation delay longer than two hours?,success,,raw,,,,vector,"pmc,biorxiv,medrxiv,arxiv,abstracts_only",1,10,Which eicosanoids can be used to flag a pre-centrifugation delay longer than two hours?,,10,"1: Stability of thromboxane in blood samples | 2: Prostanoid Metabolites as Biomarkers in Human Disease | 3: Collection and Storage of Human Plasma for Measurement of Oxylipins | 4: Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma | 5: Effect of very long-term storage and multiple freeze and thaw cycles on 11-dehydro-thromboxane-B 2 and 8-iso-prostaglandin F 2α, levels in human urine samples by validated enzyme immunoassays | 6: Stability of the thromboxane B 2 biomarker of low-dose aspirin pharmacodynamics in human whole blood and in long-term stored serum samples | 7: Pre-analytical sample handling standardization for reliable measurement of metabolites and lipids in LC-MS-based clinical research | 8: Ex vivo instability of lipids in whole blood: preanalytical recommendations for clinical lipidomics studies | 9: Plasma glutathione status as indicator of pre-analytical centrifugation delay | 10: Plasma Instead of Serum Avoids Critical Confounding of Clinical Metabolomics Studies by Platelets",1: PMC6556106; doi:10.2147/VHRM.S204925 | 2: PMC9414732; doi:10.3390/metabo12080721 | 3: PMC7996814; doi:10.3390/metabo11030137 | 4: PMC8465943; doi:10.3390/metabo11090638 | 5: PMC10917770; doi:10.1038/s41598-024-55720-3 | 6: PMC11652867; doi:10.1016/j.rpth.2024.102623 | 7: PMC9975683; doi:10.1016/j.jmsacl.2023.02.002 | 8: PMC10208886; doi:10.1016/j.jlr.2023.100378 | 9: bio_da577f656cb6; doi:10.1101/2020.12.09.417386 | 10: PMC11301681; doi:10.1021/acs.jproteome.3c00761,Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma,pmcid:PMC8465943,4,0,0,1,1,0.25,Metabolite Ratios as Quality Indicators for Pre-Analytical Variation in Serum and EDTA Plasma,pmcid,PMC8465943,s_6b5d2bbe
